#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance
146	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.588551	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin146	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	30	0
146	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	416	-1	0	-1	1	0.560237	-1	0	0	0	A3B16-01	N/A	./TR-PTAs-UPLC-0105.pklbin146	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	32	0
146	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	425	-1	0	-1	1	0.551779	-1	0	0	0	A3B17-05	N/A	./TR-PTAs-UPLC-0105.pklbin146	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	29	0
146	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	238	-1	0	-1	1	0.550989	-1	0	0	0	A2B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin146	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	31	0
629	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	506	-1	0	-1	1	0.6622	-1	0	0	0	A4B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin629	-1	TC-ISDB-o.mgf	1.14482	N/A	N/A	N/A	25	0
629	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	507	-1	0	-1	1	0.641172	-1	0	0	0	A4B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin629	-1	TC-ISDB-o.mgf	1.14482	N/A	N/A	N/A	22	0
629	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	512	-1	0	-1	1	0.625309	-1	0	0	0	A4B2-02	N/A	./TR-PTAs-UPLC-0105.pklbin629	-1	TC-ISDB-o.mgf	1.14482	N/A	N/A	N/A	34	0
871	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	544	-1	0	-1	1	0.627406	-1	0	0	0	A4B9-02	N/A	./TR-PTAs-UPLC-0105.pklbin871	-1	TC-ISDB-o.mgf	5.53276	N/A	N/A	N/A	24	0
871	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	581	-1	0	-1	1	0.5969	-1	0	0	0	A4B17-01	N/A	./TR-PTAs-UPLC-0105.pklbin871	-1	TC-ISDB-o.mgf	5.53276	N/A	N/A	N/A	29	0
871	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	619	-1	0	-1	1	0.590861	-1	0	0	0	A4B24-05	N/A	./TR-PTAs-UPLC-0105.pklbin871	-1	TC-ISDB-o.mgf	5.53276	N/A	N/A	N/A	38	0
871	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	616	-1	0	-1	1	0.573758	-1	0	0	0	A4B24-02	N/A	./TR-PTAs-UPLC-0105.pklbin871	-1	TC-ISDB-o.mgf	5.53276	N/A	N/A	N/A	36	0
871	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	585	-1	0	-1	1	0.566706	-1	0	0	0	A4B17-05	N/A	./TR-PTAs-UPLC-0105.pklbin871	-1	TC-ISDB-o.mgf	5.53276	N/A	N/A	N/A	24	0
153	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.59761	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin153	-1	TC-ISDB-o.mgf	6.15177	N/A	N/A	N/A	41	0
153	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	156	-1	0	-1	1	0.512294	-1	0	0	0	A1B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin153	-1	TC-ISDB-o.mgf	6.15177	N/A	N/A	N/A	34	0
346	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	324	-1	0	-1	1	0.524845	-1	0	0	0	A2B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin346	-1	TC-ISDB-o.mgf	1.03601	N/A	N/A	N/A	36	0
1696	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.50453	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin1696	-1	TC-ISDB-o.mgf	0.472876	N/A	N/A	N/A	17	0
353	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.554187	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin353	-1	TC-ISDB-o.mgf	0.236416	N/A	N/A	N/A	32	0
353	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	183	-1	0	-1	1	0.520505	-1	0	0	0	A2B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin353	-1	TC-ISDB-o.mgf	0.236416	N/A	N/A	N/A	28	0
353	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	188	-1	0	-1	1	0.519193	-1	0	0	0	A2B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin353	-1	TC-ISDB-o.mgf	0.236416	N/A	N/A	N/A	32	0
885	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	645	-1	0	-1	1	0.548288	-1	0	0	0	A4B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin885	-1	TC-ISDB-o.mgf	2.26917	N/A	N/A	N/A	32	0
360	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.567255	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin360	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
360	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	183	-1	0	-1	1	0.531078	-1	0	0	0	A2B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin360	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	27	0
360	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	188	-1	0	-1	1	0.519467	-1	0	0	0	A2B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin360	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	32	0
892	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	222	-1	0	-1	1	0.589239	-1	0	0	0	A2B9-01	N/A	./TR-PTAs-UPLC-0105.pklbin892	-1	TC-ISDB-o.mgf	0.0670251	N/A	N/A	N/A	26	0
892	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	247	-1	0	-1	1	0.582053	-1	0	0	0	A2B14-03	N/A	./TR-PTAs-UPLC-0105.pklbin892	-1	TC-ISDB-o.mgf	0.0670251	N/A	N/A	N/A	32	0
892	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	255	-1	0	-1	1	0.560272	-1	0	0	0	A2B16-02	N/A	./TR-PTAs-UPLC-0105.pklbin892	-1	TC-ISDB-o.mgf	0.0670251	N/A	N/A	N/A	29	0
892	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	304	-1	0	-1	1	0.559005	-1	0	0	0	A2B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin892	-1	TC-ISDB-o.mgf	0.0670251	N/A	N/A	N/A	26	0
892	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	250	-1	0	-1	1	0.535356	-1	0	0	0	A2B15-01	N/A	./TR-PTAs-UPLC-0105.pklbin892	-1	TC-ISDB-o.mgf	0.0670251	N/A	N/A	N/A	32	0
656	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	65	-1	0	-1	1	0.515207	-1	0	0	0	A1B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin656	-1	TC-ISDB-o.mgf	0.333675	N/A	N/A	N/A	31	0
241	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.686621	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin241	-1	TC-ISDB-o.mgf	7.4872	N/A	N/A	N/A	32	0
241	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.649978	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin241	-1	TC-ISDB-o.mgf	7.4872	N/A	N/A	N/A	32	0
241	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.62757	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin241	-1	TC-ISDB-o.mgf	7.4872	N/A	N/A	N/A	38	0
241	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.611247	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin241	-1	TC-ISDB-o.mgf	7.4872	N/A	N/A	N/A	33	0
241	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.548407	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin241	-1	TC-ISDB-o.mgf	7.4872	N/A	N/A	N/A	34	0
161	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	415	-1	0	-1	1	0.542182	-1	0	0	0	A3B15-05	N/A	./TR-PTAs-UPLC-0105.pklbin161	-1	TC-ISDB-o.mgf	0.486298	N/A	N/A	N/A	36	0
161	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	391	-1	0	-1	1	0.505929	-1	0	0	0	A3B10-05	N/A	./TR-PTAs-UPLC-0105.pklbin161	-1	TC-ISDB-o.mgf	0.486298	N/A	N/A	N/A	36	0
164	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	91	-1	0	-1	1	0.508701	-1	0	0	0	A1B16-05	N/A	./TR-PTAs-UPLC-0105.pklbin164	-1	TC-ISDB-o.mgf	0.333675	N/A	N/A	N/A	21	0
428	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.691283	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin428	-1	TC-ISDB-o.mgf	1.94388	N/A	N/A	N/A	38	0
428	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	70	-1	0	-1	1	0.681361	-1	0	0	0	A1B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin428	-1	TC-ISDB-o.mgf	1.94388	N/A	N/A	N/A	32	0
428	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	119	-1	0	-1	1	0.67279	-1	0	0	0	A1B22-05	N/A	./TR-PTAs-UPLC-0105.pklbin428	-1	TC-ISDB-o.mgf	1.94388	N/A	N/A	N/A	41	0
428	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	118	-1	0	-1	1	0.670603	-1	0	0	0	A1B22-04	N/A	./TR-PTAs-UPLC-0105.pklbin428	-1	TC-ISDB-o.mgf	1.94388	N/A	N/A	N/A	41	0
428	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	50	-1	0	-1	1	0.66032	-1	0	0	0	A1B8-02	N/A	./TR-PTAs-UPLC-0105.pklbin428	-1	TC-ISDB-o.mgf	1.94388	N/A	N/A	N/A	30	0
362	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.519912	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin362	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
364	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	324	-1	0	-1	1	0.524845	-1	0	0	0	A2B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin364	-1	TC-ISDB-o.mgf	1.03601	N/A	N/A	N/A	36	0
496	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.712522	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin496	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	34	0
496	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.667112	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin496	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	31	0
496	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.640669	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin496	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	37	0
496	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.62811	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin496	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	31	0
496	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.566093	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin496	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	34	0
498	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.726378	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin498	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	37	0
498	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.677367	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin498	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	35	0
498	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.666456	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin498	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	43	0
498	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.64065	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin498	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	36	0
498	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.56071	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin498	-1	TC-ISDB-o.mgf	6.38383	N/A	N/A	N/A	35	0
377	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.620522	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin377	-1	TC-ISDB-o.mgf	3.56155	N/A	N/A	N/A	49	0
377	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	156	-1	0	-1	1	0.532678	-1	0	0	0	A1B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin377	-1	TC-ISDB-o.mgf	3.56155	N/A	N/A	N/A	42	0
378	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	415	-1	0	-1	1	0.533078	-1	0	0	0	A3B15-05	N/A	./TR-PTAs-UPLC-0105.pklbin378	-1	TC-ISDB-o.mgf	0.277885	N/A	N/A	N/A	36	0
1444	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	134	-1	0	-1	1	0.521723	-1	0	0	0	A1B25-05	N/A	./TR-PTAs-UPLC-0105.pklbin1444	-1	TC-ISDB-o.mgf	0.134657	N/A	N/A	N/A	17	0
172	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.612857	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin172	-1	TC-ISDB-o.mgf	0.871396	N/A	N/A	N/A	33	0
172	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	59	-1	0	-1	1	0.609402	-1	0	0	0	A1B10-01	N/A	./TR-PTAs-UPLC-0105.pklbin172	-1	TC-ISDB-o.mgf	0.871396	N/A	N/A	N/A	40	0
172	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	119	-1	0	-1	1	0.603438	-1	0	0	0	A1B22-05	N/A	./TR-PTAs-UPLC-0105.pklbin172	-1	TC-ISDB-o.mgf	0.871396	N/A	N/A	N/A	40	0
172	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	118	-1	0	-1	1	0.602986	-1	0	0	0	A1B22-04	N/A	./TR-PTAs-UPLC-0105.pklbin172	-1	TC-ISDB-o.mgf	0.871396	N/A	N/A	N/A	40	0
172	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	55	-1	0	-1	1	0.58029	-1	0	0	0	A1B9-02	N/A	./TR-PTAs-UPLC-0105.pklbin172	-1	TC-ISDB-o.mgf	0.871396	N/A	N/A	N/A	28	0
1707	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.680469	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin1707	-1	TC-ISDB-o.mgf	2.04913	N/A	N/A	N/A	31	0
1707	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.643864	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin1707	-1	TC-ISDB-o.mgf	2.04913	N/A	N/A	N/A	30	0
1707	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.622045	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin1707	-1	TC-ISDB-o.mgf	2.04913	N/A	N/A	N/A	34	0
1707	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.615056	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin1707	-1	TC-ISDB-o.mgf	2.04913	N/A	N/A	N/A	29	0
1707	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.530202	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin1707	-1	TC-ISDB-o.mgf	2.04913	N/A	N/A	N/A	31	0
388	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	351	-1	0	-1	1	0.50735	-1	0	0	0	A3B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin388	-1	TC-ISDB-o.mgf	0.163529	N/A	N/A	N/A	24	0
388	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	358	-1	0	-1	1	0.506591	-1	0	0	0	A3B3-05	N/A	./TR-PTAs-UPLC-0105.pklbin388	-1	TC-ISDB-o.mgf	0.163529	N/A	N/A	N/A	16	0
514	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	134	-1	0	-1	1	0.629784	-1	0	0	0	A1B25-05	N/A	./TR-PTAs-UPLC-0105.pklbin514	-1	TC-ISDB-o.mgf	1.21191	N/A	N/A	N/A	25	0
514	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	133	-1	0	-1	1	0.610665	-1	0	0	0	A1B25-04	N/A	./TR-PTAs-UPLC-0105.pklbin514	-1	TC-ISDB-o.mgf	1.21191	N/A	N/A	N/A	27	0
514	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	132	-1	0	-1	1	0.534625	-1	0	0	0	A1B25-03	N/A	./TR-PTAs-UPLC-0105.pklbin514	-1	TC-ISDB-o.mgf	1.21191	N/A	N/A	N/A	33	0
177	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.593217	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin177	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
177	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	183	-1	0	-1	1	0.566917	-1	0	0	0	A2B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin177	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	27	0
177	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	188	-1	0	-1	1	0.529257	-1	0	0	0	A2B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin177	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
177	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	197	-1	0	-1	1	0.50714	-1	0	0	0	A2B3-05	N/A	./TR-PTAs-UPLC-0105.pklbin177	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	27	0
1712	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	645	-1	0	-1	1	0.598723	-1	0	0	0	A4B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin1712	-1	TC-ISDB-o.mgf	3.60398	N/A	N/A	N/A	45	0
1712	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	646	-1	0	-1	1	0.560329	-1	0	0	0	A4B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin1712	-1	TC-ISDB-o.mgf	3.60398	N/A	N/A	N/A	43	0
395	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.688815	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin395	-1	TC-ISDB-o.mgf	3.75371	N/A	N/A	N/A	36	0
395	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	70	-1	0	-1	1	0.683692	-1	0	0	0	A1B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin395	-1	TC-ISDB-o.mgf	3.75371	N/A	N/A	N/A	29	0
395	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	119	-1	0	-1	1	0.633012	-1	0	0	0	A1B22-05	N/A	./TR-PTAs-UPLC-0105.pklbin395	-1	TC-ISDB-o.mgf	3.75371	N/A	N/A	N/A	40	0
395	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	50	-1	0	-1	1	0.632757	-1	0	0	0	A1B8-02	N/A	./TR-PTAs-UPLC-0105.pklbin395	-1	TC-ISDB-o.mgf	3.75371	N/A	N/A	N/A	25	0
395	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	118	-1	0	-1	1	0.631388	-1	0	0	0	A1B22-04	N/A	./TR-PTAs-UPLC-0105.pklbin395	-1	TC-ISDB-o.mgf	3.75371	N/A	N/A	N/A	40	0
523	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	65	-1	0	-1	1	0.502567	-1	0	0	0	A1B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin523	-1	TC-ISDB-o.mgf	0.066735	N/A	N/A	N/A	28	0
524	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	415	-1	0	-1	1	0.522184	-1	0	0	0	A3B15-05	N/A	./TR-PTAs-UPLC-0105.pklbin524	-1	TC-ISDB-o.mgf	0.138942	N/A	N/A	N/A	28	0
401	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.583437	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin401	-1	TC-ISDB-o.mgf	0.453288	N/A	N/A	N/A	37	0
401	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	156	-1	0	-1	1	0.508341	-1	0	0	0	A1B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin401	-1	TC-ISDB-o.mgf	0.453288	N/A	N/A	N/A	29	0
403	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	304	-1	0	-1	1	0.58521	-1	0	0	0	A2B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin403	-1	TC-ISDB-o.mgf	0.402151	N/A	N/A	N/A	31	0
403	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	247	-1	0	-1	1	0.577492	-1	0	0	0	A2B14-03	N/A	./TR-PTAs-UPLC-0105.pklbin403	-1	TC-ISDB-o.mgf	0.402151	N/A	N/A	N/A	33	0
403	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	220	-1	0	-1	1	0.575647	-1	0	0	0	A2B8-04	N/A	./TR-PTAs-UPLC-0105.pklbin403	-1	TC-ISDB-o.mgf	0.402151	N/A	N/A	N/A	29	0
403	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	222	-1	0	-1	1	0.567988	-1	0	0	0	A2B9-01	N/A	./TR-PTAs-UPLC-0105.pklbin403	-1	TC-ISDB-o.mgf	0.402151	N/A	N/A	N/A	26	0
403	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	255	-1	0	-1	1	0.563851	-1	0	0	0	A2B16-02	N/A	./TR-PTAs-UPLC-0105.pklbin403	-1	TC-ISDB-o.mgf	0.402151	N/A	N/A	N/A	31	0
187	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.547724	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin187	-1	TC-ISDB-o.mgf	0.388533	N/A	N/A	N/A	47	0
194	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	188	-1	0	-1	1	0.554968	-1	0	0	0	A2B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin194	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	32	0
194	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.547322	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin194	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	29	0
194	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	191	-1	0	-1	1	0.521824	-1	0	0	0	A2B2-04	N/A	./TR-PTAs-UPLC-0105.pklbin194	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
195	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	91	-1	0	-1	1	0.52703	-1	0	0	0	A1B16-05	N/A	./TR-PTAs-UPLC-0105.pklbin195	-1	TC-ISDB-o.mgf	0.333675	N/A	N/A	N/A	20	0
448	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	590	-1	0	-1	1	0.545634	-1	0	0	0	A4B19-01	N/A	./TR-PTAs-UPLC-0105.pklbin448	-1	TC-ISDB-o.mgf	0.894986	N/A	N/A	N/A	23	0
448	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	595	-1	0	-1	1	0.521526	-1	0	0	0	A4B20-01	N/A	./TR-PTAs-UPLC-0105.pklbin448	-1	TC-ISDB-o.mgf	0.894986	N/A	N/A	N/A	21	0
448	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	634	-1	0	-1	1	0.508948	-1	0	0	0	A4B27-05	N/A	./TR-PTAs-UPLC-0105.pklbin448	-1	TC-ISDB-o.mgf	0.894986	N/A	N/A	N/A	24	0
417	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.536236	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin417	-1	TC-ISDB-o.mgf	2.07218	N/A	N/A	N/A	49	0
417	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	156	-1	0	-1	1	0.502321	-1	0	0	0	A1B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin417	-1	TC-ISDB-o.mgf	2.07218	N/A	N/A	N/A	43	0
203	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	354	-1	0	-1	1	0.501751	-1	0	0	0	A3B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin203	-1	TC-ISDB-o.mgf	0.735881	N/A	N/A	N/A	28	0
281	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	119	-1	0	-1	1	0.648937	-1	0	0	0	A1B22-05	N/A	./TR-PTAs-UPLC-0105.pklbin281	-1	TC-ISDB-o.mgf	0.670305	N/A	N/A	N/A	39	0
281	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	118	-1	0	-1	1	0.64809	-1	0	0	0	A1B22-04	N/A	./TR-PTAs-UPLC-0105.pklbin281	-1	TC-ISDB-o.mgf	0.670305	N/A	N/A	N/A	39	0
